Chr1	6887145	6887196	AT1G19850.1__477-528	0	+	6887145	6887196	0	2	23,28,	0,23,	Chr1	6887145	6887196	AT1G19850.uORF2	0	+	6887145	6887196	0	1	51,	0,	51
Chr1	8206713	8206869	AT1G23150.1__165-321	0	+	8206713	8206869	0	2	135,21,	0,135,	Chr1	8206713	8206869	AT1G23150.uORF1	0	+	8206713	8206869	0	1	156,	0,	156
Chr1	8945872	8946243	AT1G25470.1__108-381	0	-	8945872	8946243	0	3	73,133,67,	0,171,304,	Chr1	8945872	8946243	AT1G25470.uORF1	0	-	8945872	8946243	0	2	73,200,	0,171,	273
Chr1	10492497	10492575	AT1G29950.1__198-276	0	+	10492497	10492575	0	1	78,	0,	Chr1	10492497	10492575	AT1G29950.uORF1	0	+	10492497	10492575	0	1	78,	0,	78
Chr1	10492789	10493104	AT1G29950.1__490-637	0	+	10492789	10493104	0	2	108,39,	0,276,	Chr1	10492789	10493104	AT1G29950.uORF2	0	+	10492789	10493104	0	2	108,39,	0,276,	147
Chr1	10492789	10493104	AT1G29950.2__601-748	0	+	10492789	10493104	0	2	108,39,	0,276,	Chr1	10492789	10493104	AT1G29950.uORF2	0	+	10492789	10493104	0	2	108,39,	0,276,	147
Chr1	10655150	10655210	AT1G30270.3__294-354	0	+	10655150	10655210	0	1	60,	0,	Chr1	10655150	10655210	AT1G30270.uORF1	0	+	10655150	10655210	0	1	60,	0,	60
Chr1	10690115	10690196	AT1G30330.1__667-748	0	-	10690115	10690196	0	1	81,	0,	Chr1	10690115	10690196	AT1G30330.uORF2	0	-	10690115	10690196	0	1	81,	0,	81
Chr1	10690115	10690196	AT1G30330.2__556-637	0	-	10690115	10690196	0	1	81,	0,	Chr1	10690115	10690196	AT1G30330.uORF2	0	-	10690115	10690196	0	1	81,	0,	81
Chr1	24019623	24019839	AT1G64630.1__134-350	0	+	24019623	24019839	0	1	216,	0,	Chr1	24019623	24019839	AT1G64630.uORF1	0	+	24019623	24019839	0	1	216,	0,	216
Chr1	25276891	25277204	AT1G67480.1__340-559	0	+	25276891	25277204	0	2	13,206,	0,107,	Chr1	25276891	25277204	AT1G67480.uORF1	0	+	25276891	25277204	0	2	13,206,	0,107,	219
Chr1	25276891	25277204	AT1G67480.3__122-341	0	+	25276891	25277204	0	2	13,206,	0,107,	Chr1	25276891	25277204	AT1G67480.uORF1	0	+	25276891	25277204	0	2	13,206,	0,107,	219
Chr1	25726879	25727235	AT1G68550.1__141-405	0	-	25726879	25727235	0	2	76,188,	0,168,	Chr1	25726879	25727235	AT1G68550.uORF1	0	-	25726879	25727235	0	2	76,188,	0,168,	264
Chr1	29655684	29655762	AT1G78880.1__187-265	0	-	29655684	29655762	0	1	78,	0,	Chr1	29655684	29655762	AT1G78880.uORF1	0	-	29655684	29655762	0	1	78,	0,	78
Chr2	4802792	4802990	AT2G11890.2__10-208	0	+	4802792	4802990	0	1	198,	0,	Chr2	4802792	4802990	AT2G11890.uORF1	0	+	4802792	4802990	0	1	198,	0,	198
Chr2	11650591	11650696	AT2G27230.2__233-338	0	+	11650591	11650696	0	1	105,	0,	Chr2	11650591	11650696	AT2G27230.uORF1	0	+	11650591	11650696	0	1	105,	0,	105
Chr2	11702405	11702537	AT2G27350.5__361-493	0	-	11702405	11702537	0	1	132,	0,	Chr2	11702405	11702537	AT2G27350.uORF1	0	-	11702405	11702537	0	1	132,	0,	132
Chr2	15738138	15738270	AT2G37480.1__297-429	0	+	15738138	15738270	0	1	132,	0,	Chr2	15738138	15738270	AT2G37480.uORF1	0	+	15738138	15738270	0	1	132,	0,	132
Chr2	15738138	15738270	AT2G37480.2__297-429	0	+	15738138	15738270	0	1	132,	0,	Chr2	15738138	15738270	AT2G37480.uORF1	0	+	15738138	15738270	0	1	132,	0,	132
Chr3	509814	510068	AT3G02470.4__281-440	0	+	509814	510068	0	2	138,21,	0,233,	Chr3	509814	510068	AT3G02470.uORF1	0	+	509814	510068	0	2	138,21,	0,233,	159
Chr3	3413675	3413744	AT3G10910.1__275-344	0	-	3413675	3413744	0	1	69,	0,	Chr3	3413675	3413744	AT3G10910.uORF1	0	-	3413675	3413744	0	1	69,	0,	69
Chr3	5209168	5209315	AT3G15430.2__456-603	0	+	5209168	5209315	0	1	147,	0,	Chr3	5209168	5209315	AT3G15430.uORF1	0	+	5209168	5209315	0	1	147,	0,	147
Chr3	5209168	5209315	AT3G15430.3__350-497	0	+	5209168	5209315	0	1	147,	0,	Chr3	5209168	5209315	AT3G15430.uORF1	0	+	5209168	5209315	0	1	147,	0,	147
Chr3	5209168	5209315	AT3G15430.6__119-266	0	+	5209168	5209315	0	1	147,	0,	Chr3	5209168	5209315	AT3G15430.uORF1	0	+	5209168	5209315	0	1	147,	0,	147
Chr3	8152152	8152257	AT3G22970.1__115-220	0	+	8152152	8152257	0	1	105,	0,	Chr3	8152152	8152257	AT3G22970.uORF1	0	+	8152152	8152257	0	1	105,	0,	105
Chr3	9288594	9288871	AT3G25570.2__162-327	0	-	9288594	9288871	0	2	21,144,	0,133,	Chr3	9288594	9288871	AT3G25570.uORF1	0	-	9288594	9288871	0	2	21,144,	0,133,	165
Chr3	16573088	16573166	AT3G45240.2__284-362	0	-	16573088	16573166	0	1	78,	0,	Chr3	16573088	16573166	AT3G45240.uORF1	0	-	16573088	16573166	0	1	78,	0,	78
Chr3	19149197	19149386	AT3G51630.1__291-480	0	+	19149197	19149386	0	2	115,74,	0,115,	Chr3	19149197	19149386	AT3G51630.uORF1	0	+	19149197	19149386	0	1	189,	0,	189
Chr3	19890707	19890833	AT3G53670.1__287-413	0	+	19890707	19890833	0	1	126,	0,	Chr3	19890707	19890833	AT3G53670.uORF1	0	+	19890707	19890833	0	1	126,	0,	126
Chr4	6344402	6344570	AT4G10170.1__102-270	0	+	6344402	6344570	0	1	168,	0,	Chr4	6344402	6344570	AT4G10170.uORF1	0	+	6344402	6344570	0	1	168,	0,	168
Chr4	7367441	7367516	AT4G12430.1__266-341	0	-	7367441	7367516	0	1	75,	0,	Chr4	7367441	7367516	AT4G12430.uORF1	0	-	7367441	7367516	0	1	75,	0,	75
Chr4	10458367	10458493	AT4G19110.1__285-411	0	-	10458367	10458493	0	1	126,	0,	Chr4	10458367	10458493	AT4G19110.uORF1	0	-	10458367	10458493	0	1	126,	0,	126
Chr4	10458367	10458493	AT4G19110.2__255-381	0	-	10458367	10458493	0	1	126,	0,	Chr4	10458367	10458493	AT4G19110.uORF1	0	-	10458367	10458493	0	1	126,	0,	126
Chr4	11895434	11895509	AT4G22590.1__283-358	0	-	11895434	11895509	0	1	75,	0,	Chr4	11895434	11895509	AT4G22590.uORF1	0	-	11895434	11895509	0	1	75,	0,	75
Chr4	13086068	13086227	AT4G25670.1__203-362	0	-	13086068	13086227	0	2	140,19,	0,140,	Chr4	13086068	13086227	AT4G25670.uORF1	0	-	13086068	13086227	0	1	159,	0,	159
Chr4	13086068	13086227	AT4G25670.2__24-183	0	-	13086068	13086227	0	2	140,19,	0,140,	Chr4	13086068	13086227	AT4G25670.uORF1	0	-	13086068	13086227	0	1	159,	0,	159
Chr4	13091071	13091239	AT4G25690.1__559-727	0	-	13091071	13091239	0	1	168,	0,	Chr4	13091071	13091239	AT4G25690.uORF1	0	-	13091071	13091239	0	1	168,	0,	168
Chr5	2894929	2895043	AT5G09330.2__134-248	0	-	2894929	2895043	0	1	114,	0,	Chr5	2894929	2895043	AT5G09330.uORF1	0	-	2894929	2895043	0	1	114,	0,	114
Chr5	2894929	2895043	AT5G09330.4__127-241	0	-	2894929	2895043	0	1	114,	0,	Chr5	2894929	2895043	AT5G09330.uORF1	0	-	2894929	2895043	0	1	114,	0,	114
Chr5	2894929	2895043	AT5G09330.5__437-551	0	-	2894929	2895043	0	1	114,	0,	Chr5	2894929	2895043	AT5G09330.uORF1	0	-	2894929	2895043	0	1	114,	0,	114
